x	GeneID
DOK2	9046
XPO7	23039
NPM2	10361
FGF17	8822
DMTN	2039
FAM160B2	64760
NUDT18	79873
HR	55806
REEP4	80346
LGI3	203190
SFTPC	6440
BMP1	649
PHYHIP	9796
POLR3D	661
AC105206.2	0
PIWIL2	55124
SLC39A14	23516
PPP3CC	5533
AC037459.2	0
SORBS3	10174
AC037459.4	0
PDLIM2	64236
AC037459.1	0
C8orf58	541565
CCAR2	57805
AC037459.3	0
BIN3	55909
EGR3	1960
PEBP4	157310
AC037441.1	0
AC107959.1	0
RHOBTB2	23221
TNFRSF10B	8795
AC107959.2	0
AC107959.3	0
AC107959.4	0
AC107959.5	0
TNFRSF10C	8794
TNFRSF10D	8793
TNFRSF10A-AS1	0
TNFRSF10A	8797
AC100861.2	0
CHMP7	91782
R3HCC1	203069
LOXL2	4017
ENTPD4	9583
AC104561.1	0
AC104561.3	0
SLC25A37	51312
NKX3-1	4824
NKX2-6	137814
AC012574.1	0
AC012574.2	0
STC1	6781
AC023202.1	0
ADAM28	10863
AC120193.1	0
ADAMDEC1	27299
ADAM7	8756
AC024958.1	0
AF106564.1	0
NEFM	4741
NEFL	4747
AC107373.2	0
AC107373.1	0
DOCK5	80005
GNRH1	2796
AC091185.1	0
KCTD9	54793
CDCA2	157313
AC009623.1	0
AC009623.2	0
AC090103.1	0
EBF2	64641
PPP2R2A	5520
BNIP3L	665
PNMA2	10687
DPYSL2	1808
ADRA1A	148
AC090150.2	0
AC090150.1	0
STMN4	81551
TRIM35	23087
PTK2B	2185
CHRNA2	1135
EPHX2	2053
CLU	1191
SCARA3	51435
CCDC25	55246
AC013643.2	0
ESCO2	157570
PBK	55872
SCARA5	286133
AC069113.2	0
NUGGC	389643
ELP3	55140
AC021678.2	0
PNOC	5368
ZNF395	55893
FBXO16	157574
AC025871.1	0
FZD3	7976
EXTL3	2137
EXTL3-AS1	101929402
INTS9	55756
INTS9-AS1	0
HMBOX1	79618
KIF13B	23303
AC108449.3	0
AC108449.1	0
DUSP4	1846
AC084026.2	0
AC084026.1	0
LINC00589	619351
LINC02099	101929450
AC131254.1	0
AC131254.3	0
AC131254.2	0
LINC02209	286135
SARAF	51669
AC044849.1	0
LEPROTL1	23484
MBOAT4	619373
AC026979.2	0
DCTN6	10671
AC026979.1	0
AC026979.3	0
RBPMS-AS1	100128750
RBPMS	11030
GTF2E2	2961
AC102945.1	0
SMIM18	100507341
GSR	2936
UBXN8	7993
PPP2CB	5516
TEX15	56154
PURG	29942
WRN	7486
AC009563.1	0
AC068672.2	0
AC068672.1	0
NRG1	3084
AC090204.1	0
AC067838.1	0
FUT10	84750
TTI2	80185
MAK16	84549
RNF122	79845
DUSP26	78986
AF279873.3	0
AF279873.4	0
AC087855.2	0
AC090993.1	0
AC087855.1	0
LINC01288	103689844
UNC5D	137970
AC100818.1	0
AC124290.1	0
AC090809.1	0
KCNU1	157855
AC092818.1	0
AC091182.2	0
LINC01605	100507420
AC124067.1	0
AC124067.3	0
AC124067.4	0
AC137579.2	0
AC137579.1	0
ZNF703	80139
AC138356.3	0
AC138356.1	0
ERLIN2	11160
PLPBP	11212
ADGRA2	25960
BRF2	55290
RAB11FIP1	80223
GOT1L1	137362
ADRB3	155
EIF4EBP1	1978
AP006545.2	0
ASH2L	9070
AC084024.1	0
STAR	6770
AC084024.3	0
LSM1	27257
BAG4	9530
DDHD2	23259
PLPP5	84513
NSD3	54904
AC087362.2	0
AC087362.1	0
AC087623.3	0
LETM2	137994
AC087623.1	0
AC087623.4	0
FGFR1	2260
AC087623.2	0
C8orf86	389649
AC069120.1	0
AC016813.1	0
TACC1	6867
AC067817.2	0
PLEKHA2	59339
AC108863.1	0
HTRA4	203100
TM2D2	83877
ADAM9	8754
ADAM32	203102
ADAM18	8749
ADAM2	2515
IDO1	3620
AC007991.3	0
AC007991.4	0
IDO2	169355
AC087518.1	0
AC022733.1	0
TCIM	56892
AC022733.2	0
AC105999.2	0
AC105999.1	0
AC010857.1	0
ZMAT4	79698
AC048387.1	0
SFRP1	6422
AC016868.1	0
GOLGA7	51125
GINS4	84296
AC009630.1	0
AC009630.2	0
GPAT4	137964
AC009630.3	0
NKX6-3	157848
ANK1	286
AC113133.1	0
AC027702.1	0
KAT6A	7994
AC103724.4	0
AC103724.3	0
AP3M2	10947
PLAT	5327
AC083973.1	0
IKBKB	3551
POLB	5423
DKK4	27121
VDAC3	7419
SLC20A2	6575
AC090739.1	0
SMIM19	114926
CHRNB3	1142
AC103843.1	0
CHRNA6	8973
THAP1	55145
RNF170	81790
HOOK3	84376
AC110275.1	0
FNTA	2339
POMK	84197
HGSNAT	138050
LINC00293	497634
AC091163.1	0
AC091163.2	0
AC120036.4	0
IGLV8OR8-1	100996586
SPIDR	23514
CEBPD	1052
PRKDC	5591
MCM4	4173
UBE2V2	7336
AC026904.2	0
AC026904.3	0
AC022915.2	0
AC026904.1	0
AC026904.4	0
AC022915.1	0
AC022915.3	0
EFCAB1	79645
SNAI2	6591
PPDPFL	492307
AC022568.1	0
AC090155.2	0
AC090155.1	0
AC113145.1	0
AC023762.1	0
SNTG1	54212
AC012413.1	0
PXDNL	137902
AC090186.1	0
PCMTD1	115294
AC064807.1	0
AC064807.4	0
AC064807.2	0
AC064807.3	0
ST18	9705
AC021915.2	0
AC021915.1	0
AC103831.1	0
ALKAL1	389658
RB1CC1	9821
NPBWR1	2831
AC009646.2	0
OPRK1	4986
AC131902.2	0
AC131902.1	0
AC022034.4	0
AC022034.2	0
ATP6V1H	51606
RGS20	8601
AC113194.1	0
TCEA1	6917
AC100821.2	0
LYPLA1	10434
MRPL15	29088
SOX17	64321
RP1	6101
XKR4	114786
AC022679.2	0
AC022679.1	0
AC090200.1	0
TMEM68	137695
TGS1	96764
LYN	4067
RPS20	6224
CERNA3	105375847
MOS	4342
PLAG1	5324
CHCHD7	79145
AC107952.2	0
SDR16C5	195814
PENK	5179
AC012349.1	0
LINC00968	100507632
AC013644.1	0
AC009597.1	0
IMPAD1	54928
LINC01606	100507651
AC025674.2	0
LINC00588	26138
AC068075.1	0
AC090796.1	0
AC104051.1	0
AC104051.2	0
AC012103.1	0
LINC01602	100505477
FAM110B	90362
AC104350.1	0
AC027698.1	0
UBXN2B	137886
CYP7A1	1581
SDCBP	6386
NSMAF	8439
TOX	9760
AC090152.1	0
AC087664.1	0
AC087664.2	0
AC021393.1	0
CA8	767
LINC01301	100505532
RAB2A	5862
AC068389.4	0
AC068389.1	0
AC068389.2	0
AC068389.3	0
CHD7	55636
AC113143.1	0
AC022182.1	0
AC022182.2	0
CLVS1	157807
AC023866.2	0
AC023866.1	0
ASPH	444
AC091173.1	0
AC025524.2	0
AC025524.1	0
LINC02155	111082988
NKAIN3	286183
AC018861.2	0
AC120042.3	0
AC120042.1	0
GGH	8836
AC120042.2	0
TTPA	7274
YTHDF3-AS1	101410533
YTHDF3	253943
AC011978.2	0
AC011124.1	0
AC011124.2	0
AC018953.1	0
AC022639.1	0
AC069133.1	0
LINC01289	286184
MIR124-2HG	100130155
AC090136.3	0
BHLHE22	27319
CYP7B1	9420
AC104232.1	0
LINC00251	552859
LINC01299	286186
AC100814.1	0
ARMC1	55156
MTFR1	9650
AC055822.1	0
PDE7A	5150
AC100812.1	0
DNAJC5B	85479
AC084082.1	0
TRIM55	84675
CRH	1392
LINC00967	100505659
RRS1-AS1	100505676
RRS1	23212
ADHFE1	137872
VXN	254778
MYBL1	4603
VCPIP1	80124
SGK3	23678
C8orf44	56260
MCMDC2	157777
TCF24	100129654
PPP1R42	286187
COPS5	10987
CSPP1	79848
ARFGEF1	10565
AC021321.1	0
CPA6	57094
AC022874.1	0
PREX2	80243
AC011853.2	0
C8orf34-AS1	286189
C8orf34	116328
AC083967.1	0
LINC01592	100505718
AC021785.1	0
LINC01603	100505739
SULF1	23213
SLCO5A1	81796
AC091047.1	0
AC079089.1	0
PRDM14	63978
NCOA2	10499
AC022730.3	0
AC022730.4	0
TRAM1	23471
LACTB2-AS1	286190
LACTB2	51110
XKR9	389668
AC022858.1	0
EYA1	2138
AC009446.1	0
AC104012.1	0
MSC-AS1	100132891
MSC	9242
TRPA1	8989
AC078906.1	0
AC011131.1	0
KCNB2	9312
AC090735.1	0
AC022893.2	0
TERF1	7013
AC022893.3	0
AC022893.1	0
SBSPON	157869
C8orf89	100130301
RPL7	6129
RDH10	157506
RDH10-AS1	101926926
AC111149.2	0
AC111149.1	0
STAU2-AS1	100128126
STAU2	27067
AC027018.1	0
AC022826.2	0
UBE2W	55284
ELOC	6921
TMEM70	54968
LY96	23643
AC087672.2	0
AC087672.1	0
AC087627.1	0
JPH1	56704
GDAP1	54332
AC103952.1	0
MIR2052HG	441355
AC115837.2	0
AC011632.1	0
PI15	51050
AC011632.2	0
CRISPLD1	83690
AC100782.1	0
AC022274.1	0
CASC9	101805492
HNF4G	3174
AC067773.1	0
LINC01109	0
LINC01111	101926978
ZFHX4-AS1	100192378
ZFHX4	79776
AC023200.1	0
PEX2	5828
AC062004.1	0
AC084706.1	0
PKIA-AS1	101927003
PKIA	5569
ZC2HC1A	51101
IL7	3574
AC083837.1	0
AC138646.1	0
STMN2	11075
HEY1	23462
LINC01607	101927067
AC036214.1	0
MRPS28	28957
AC036214.3	0
AC009686.2	0
TPD52	7163
AC009686.1	0
AC034114.2	0
AC009812.1	0
ZBTB10	65986
AC009812.3	0
AC009812.4	0
ZNF704	619279
PAG1	55824
AC022778.1	0
AC079209.2	0
AC079209.1	0
AC009902.3	0
AC009902.2	0
FABP5	2171
AC018616.1	0
PMP2	5375
FABP9	646480
FABP4	2167
AC023644.1	0
FABP12	646486
IMPA1	3612
SLC10A5	347051
ZFAND1	79752
CHMP4C	92421
AC132219.1	0
SNX16	64089
LINC02235	0
AC027701.1	0
AC060765.1	0
AC105031.2	0
AC105031.3	0
LINC01419	103352670
AC015522.1	0
RALYL	138046
LRRCC1	85444
AC011773.4	0
E2F5	1875
AC011773.1	0
C8orf59	401466
CA13	377677
AC011773.3	0
AC011773.2	0
CA1	759
CA3	761
CA3-AS1	100996348
CA2	760
AC093331.2	0
AC100801.1	0
ATP6V0D2	245972
PSKH2	85481
AC023194.3	0
AC084128.1	0
SLC7A13	157724
WWP1	11059
RMDN1	51115
CPNE3	8895
CNGB3	54714
AC090572.3	0
AC090572.2	0
CNBD1	168975
AF121898.1	0
DCAF4L2	138009
AC037450.1	0
MMP16	4325
AC090568.2	0
AC090578.1	0
AF117829.1	0
RIPK2	8767
OSGIN2	734
NBN	4683
DECR1	1666
CALB1	793
LINC00534	100874052
AB015752.1	0
LINC01030	101937451
TMEM64	169200
AC106038.1	0
NECAB1	64168
AC103770.1	0
C8orf88	100127983
PIP4P2	55529
AC087439.1	0
OTUD6B-AS1	100506365
OTUD6B	51633
LRRC69	100130742
SLC26A7	115111
AC103409.1	0
RUNX1T1	862
AF181450.1	0
AC022695.2	0
AC022695.3	0
AC091096.1	0
AC091096.2	0
AC104211.2	0
AC104211.4	0
AC104211.3	0
AC117834.1	0
TRIQK	286144
C8orf87	389676
LINC00535	642924
AC016885.1	0
AC016885.2	0
FAM92A	137392
AC120053.1	0
AC010834.3	0
RBM12B	389677
AC010834.1	0
AC010834.2	0
TMEM67	91147
AC084346.1	0
PDP1	54704
AC084346.2	0
AP003351.1	0
CDH17	1015
GEM	2669
RAD54B	25788
FSBP	100861412
VIRMA	25962
AC023632.5	0
AC023632.2	0
AC108860.2	0
ESRP1	54845
DPY19L4	286148
AP003692.1	0
INTS8	55656
CCNE2	9134
AC087752.4	0
NDUFAF6	137682
TP53INP1	94241
MIR3150BHG	105375650
AC068189.1	0
PLEKHF2	79666
C8orf37-AS1	100616530
LINC01298	619344
C8orf37	157657
AC083836.1	0
AC012339.1	0
AP003465.2	0
GDF6	392255
UQCRB	7381
AP003465.1	0
MTERF3	51001
PTDSS1	9791
AP003548.1	0
SDC2	6383
CPQ	10404
AP003117.2	0
AP003115.1	0
TSPYL5	85453
MTDH	92140
LAPTM4B	55353
MATN2	4147
RPL30	6156
AP003352.1	0
ERICH5	203111
RIDA	10247
POP1	10940
NIPAL2	79815
AP003438.1	0
STK3	6788
KCNS2	3788
AP003355.2	0
AP003467.1	0
AC016877.3	0
OSR2	116039
AC016877.1	0
AC104986.2	0
VPS13B	157680
AC107909.2	0
AC018442.2	0
COX6C	1345
RGS22	26166
FBXO43	286151
POLR2K	5440
SPAG1	6674
RNF19A	25897
AP001574.1	0
AP003472.1	0
AP003472.2	0
AP000424.1	0
AP000424.2	0
ANKRD46	157567
SNX31	169166
AP001205.1	0
PABPC1	26986
YWHAZ	7534
AC018781.1	0
AP003469.2	0
AP003469.3	0
AP003469.4	0
ZNF706	51123
AP001330.5	0
AP001330.2	0
AP001330.1	0
AP001208.1	0
AP001208.2	0
AP001207.3	0
GRHL2	79977
NCALD	83988
AP000426.1	0
RRM2B	50484
UBR5-AS1	101927221
UBR5	51366
AP002907.1	0
AP002852.1	0
ODF1	4956
KLF10	7071
GASAL1	401472
AZIN1	51582
AP003696.1	0
AZIN1-AS1	100506753
AP003354.1	0
AP003354.2	0
AP003550.1	0
ATP6V1C1	528
LINC01181	379034
BAALC-AS2	157556
BAALC	79870
BAALC-AS1	100499183
AC025370.1	0
FZD6	8323
CTHRC1	115908
AC012213.3	0
SLC25A32	81034
DCAF13	25879
AC012213.2	0
AC012213.4	0
AC012213.1	0
RIMS2	9699
DPYS	1807
DCSTAMP	81501
LRP12	29967
ZFPM2	23414
AC012564.1	0
AC021546.1	0
AC103853.1	0
AC090802.1	0
AC027031.1	0
AC027031.2	0
OXR1	55074
AC090579.1	0
ABRA	137735
ANGPT1	284
RSPO2	340419
EIF3E	3646
AC087620.1	0
EMC2	9694
AC022634.2	0
TMEM74	157753
AC104248.1	0
TRHR	7201
NUDCD1	84955
AC021237.1	0
ENY2	56943
PKHD1L1	93035
EBAG9	9166
SYBU	55638
AC079061.1	0
KCNV1	27012
AC027451.1	0
AC073023.1	0
AC025366.1	0
AP005357.1	0
LINC01608	101927459
LINC01609	101927487
AC009930.1	0
LINC02237	105375706
CSMD3	114788
AC103993.1	0
AC064802.1	0
TRPS1	7227
AF178030.1	0
LINC00536	100859921
AC105177.1	0
EIF3H	8667
UTP23	84294
RAD21	5885
RAD21-AS1	644660
AARD	441376
SLC30A8	169026
MED30	90390
EXT1	2131
SAMD12	401474
AC023590.1	0
SAMD12-AS1	552860
TNFRSF11B	4982
COLEC10	10584
AC107953.2	0
MAL2	114569
MAL2-AS1	105375726
NOV	4856
AC021733.1	0
ENPP2	5168
TAF2	6873
DSCC1	79075
AP005717.1	0
DEPTOR	64798
AC091563.1	0
COL14A1	7373
MRPL13	28998
MTBP	27085
SNTB1	6641
AC104958.1	0
AC104958.2	0
AC068413.1	0
HAS2	3037
HAS2-AS1	594842
AC104233.2	0
AC104233.1	0
AC104036.1	0
AC037486.1	0
SMILR	105375734
AC108136.1	0
LINC01151	104266958
AC100872.1	0
AC016405.3	0
AC016405.2	0
ZHX2	22882
AC104316.2	0
AC104316.1	0
DERL1	79139
TBC1D31	93594
FAM83A	84985
AC068228.1	0
FAM83A-AS1	100131726
C8orf76	84933
ZHX1-C8orf76	100533106
ZHX1	11244
ATAD2	29028
WDYHV1	55093
FBXO32	114907
AC090193.2	0
AC090193.1	0
KLHL38	340359
ANXA13	312
FAM91A1	157769
FER1L6	654463
AC090753.1	0
FER1L6-AS1	439941
AC100871.2	0
FER1L6-AS2	157376
AC090921.1	0
AC090192.2	0
TMEM65	157378
TRMT12	55039
RNF139-AS1	101927612
RNF139	11236
TATDN1	83940
AC090198.1	0
NDUFB9	4715
MTSS1	9788
AC090922.1	0
AC100858.3	0
LINC00964	157381
AC100858.2	0
ZNF572	137209
AC009908.1	0
SQLE	6713
WASHC5	9897
WASHC5-AS1	0
NSMCE2	286053
AC084083.1	0
TRIB1	10221
AC091114.1	0
AC016074.1	0
LINC00861	100130231
AC024681.2	0
AC087667.1	0
AC084116.2	0
AC084116.1	0
AC084116.3	0
FAM84B	157638
PCAT1	100750225
AC024382.1	0
PRNCR1	101867536
CASC8	727677
POU5F1B	5462
CCAT2	101805488
CASC11	100270680
MYC	4609
PVT1	5820
CCDC26	137196
AC011257.1	0
AC103718.1	0
GSDMC	56169
AC022973.4	0
FAM49B	51571
AC022973.3	0
AC022973.2	0
ASAP1	50807
AC090987.1	0
ADCY8	114
AC103726.2	0
AC087341.1	0
AC104257.1	0
EFR3A	23167
OC90	729330
AC100868.1	0
HHLA1	10086
KCNQ3	3786
HPYR1	93668
LRRC6	23639
TMEM71	137835
PHF20L1	51105
AF230666.1	0
TG	7038
SLA	6503
WISP1	8840
NDRG1	10397
ST3GAL1	6482
AC103706.1	0
AC133634.1	0
AC090821.1	0
AC110741.1	0
AC105180.1	0
ZFAT	57623
ZFAT-AS1	594840
AC087045.2	0
AC083843.3	0
AC083843.2	0
AC083843.1	0
AC103764.1	0
LINC01591	286094
AC040914.1	0
KHDRBS3	10656
AC079098.1	0
AC013546.1	0
LINC02055	107986980
AC046195.1	0
AC046195.2	0
AC079015.1	0
FAM135B	51059
COL22A1	169044
AC027541.1	0
AC100807.1	0
AC087354.1	0
KCNK9	51305
TRAPPC9	83696
AC021744.1	0
AC107375.1	0
CHRAC1	54108
AGO2	27161
ERICD	0
PTK2	5747
AC100860.1	0
DENND3	22898
AC040970.1	0
SLC45A4	57210
AC011676.1	0
AC011676.2	0
AC011676.3	0
AC011676.4	0
LINC01300	731779
GPR20	2843
AC100803.1	0
PTP4A3	11156
AC100803.3	0
AC138647.1	0
AC104417.2	0
LINC00051	619434
TSNARE1	203062
AC134682.1	0
ADGRB1	575
ARC	23237
AP006547.1	0
AC108002.3	0
JRK	8629
PSCA	8000
LY6K	54742
AC108002.1	0
THEM6	51337
AC108002.2	0
SLURP1	57152
LYPD2	137797
AC083841.1	0
LYNX1-SLURP2	111188157
SLURP2	432355
LYNX1	66004
LY6D	8581
AC083841.2	0
AC083841.3	0
GML	2765
CYP11B1	1584
CYP11B2	1585
LY6E-DT	100133669
LY6E	4061
LY6L	101928108
LY6H	4062
GPIHBP1	338328
ZFP41	286128
AC138696.1	0
GLI4	2738
MINCR	100507316
ZNF696	79943
AC138696.2	0
TOP1MT	116447
RHPN1-AS1	78998
RHPN1	114822
AC105118.1	0
MAFA-AS1	104326051
MAFA	389692
ZC3H3	23144
AC067930.4	0
AC067930.1	0
GSDMD	79792
MROH6	642475
AC067930.5	0
NAPRT	93100
AC067930.2	0
EEF1D	1936
TIGD5	84948
PYCR3	65263
TSTA3	7264
AC067930.3	0
ZNF623	9831
ZNF707	286075
CCDC166	100130274
AC105219.3	0
MAPK15	225689
AC105219.2	0
FAM83H	286077
IQANK1	642574
AC105219.4	0
SCRIB	23513
PUF60	22827
NRBP2	340371
EPPK1	83481
PLEC	5339
PARP10	84875
GRINA	2907
SPATC1	375686
OPLAH	26873
AC109322.1	0
EXOSC4	54512
GPAA1	8733
CYC1	1537
SHARPIN	81858
MAF1	84232
WDR97	340390
HGH1	51236
MROH1	727957
BOP1	23246
SCX	642658
HSF1	3297
DGAT1	8694
AC233992.1	0
SCRT1	83482
TMEM249	340393
AC233992.2	0
SLC52A2	79581
FBXL6	26233
ADCK5	203054
CPSF1	29894
AC233992.3	0
SLC39A4	55630
VPS28	51160
TONSL	4796
TONSL-AS1	100287098
CYHR1	50626
AC084125.1	0
KIFC2	90990
FOXH1	8928
PPP1R16A	84988
GPT	2875
MFSD3	113655
RECQL4	9401
AC084125.4	0
LRRC14	9684
LRRC24	441381
C8orf82	414919
ARHGAP39	80728
AC084125.3	0
AF186192.1	0
AF186192.3	0
ZNF251	90987
ZNF34	80778
RPL8	6132
ZNF517	340385
ZNF7	7553
COMMD5	28991
ZNF250	58500
ZNF16	7564
AF235103.1	0
ZNF252P-AS1	286103
C8orf33	65265
WASHC1	100287171
AL928970.1	0
FAM138C	654835
PGM5P3-AS1	101929127
AL449043.1	0
LINC01388	101929179
FOXD4	2298
CBWD1	55871
C9orf66	157983
DOCK8	81704
AL158832.1	0
AL161725.1	0
KANK1	23189
AL136979.1	0
DMRT1	1761
DMRT3	58524
LINC01230	102800446
DMRT2	10655
SMARCA2	6595
AL359076.1	0
VLDLR-AS1	401491
AL353614.1	0
VLDLR	7436
KCNV2	169522
PUM3	9933
LINC01231	101929247
RFX3	5991
RFX3-AS1	101929302
AL354977.2	0
AL354977.1	0
GLIS3	169792
AL137071.1	0
GLIS3-AS1	84850
AL162419.1	0
SLC1A1	6505
SPATA6L	55064
PLPP6	403313
CDC37L1-DT	101929351
CDC37L1	55664
AK3	50808
RCL1	10171
AL158147.1	0
JAK2	3717
IGHEP2	3499
INSL6	11172
INSL4	3641
RLN2	6019
RLN1	6013
AL135786.2	0
PLGRKT	55848
CD274	29126
PDCD1LG2	80380
AL162253.1	0
RIC1	57589
AL136980.1	0
ERMP1	79956
KIAA2026	158358
MLANA	2315
RANBP6	26953
AL162384.1	0
IL33	90865
TPD52L3	89882
UHRF2	115426
AL133480.1	0
GLDC	2731
AL162411.1	0
AL354707.2	0
AL354707.1	0
KDM4C	23081
AL354694.1	0
DMAC1	90871
AL135923.1	0
AL135923.2	0
PTPRD	5789
PTPRD-AS1	101929407
AL596451.1	0
AL513422.1	0
PTPRD-AS2	101929428
AL135790.1	0
AL162413.1	0
AL451129.1	0
AL589678.1	0
TYRP1	7306
LURAP1L-AS1	101929467
LURAP1L	286343
MPDZ	8777
LINC01235	401492
AL583785.1	0
LINC00583	100113404
AL360089.1	0
NFIB	4781
AL136366.1	0
AL159169.3	0
AL159169.2	0
ZDHHC21	340481
CER1	9350
FREM1	158326
AL512643.1	0
TTC39B	158219
SNAPC3	6619
PSIP1	11168
CCDC171	203238
C9orf92	100129385
BNC2	54796
AL449983.1	0
AL450003.1	0
BNC2-AS1	111216284
AL358117.1	0
AL162725.2	0
CNTLN	54875
SH3GL2	6456
ADAMTSL1	92949
AL442638.1	0
SAXO1	158297
RRAGA	10670
HAUS6	54801
PLIN2	123
DENND4C	55667
AL161909.2	0
AL391834.1	0
AL391834.2	0
RPS6	6194
ACER2	340485
SLC24A2	25769
AL591222.1	0
MLLT3	4300
FOCAD	54914
FOCAD-AS1	101929548
HACD4	401494
IFNB1	3456
IFNW1	3467
IFNA21	3452
IFNA4	3441
IFNA7	3444
IFNA10	3446
IFNA16	3449
IFNA17	3451
IFNA14	3448
IFNA5	3442
KLHL9	55958
IFNA6	3443
IFNA13	3447
IFNA2	3440
AL353732.1	0
IFNA8	3445
IFNA1	3439
IFNE	338376
MTAP	4507
AL359922.1	0
AL359922.2	0
CDKN2A-DT	51198
CDKN2A	1029
CDKN2B-AS1	100048912
CDKN2B	1030
AL157937.1	0
DMRTA1	63951
LINC01239	441389
AL391117.1	0
AC017067.1	0
AL445623.2	0
AL445623.1	0
ELAVL2	1993
AL365204.1	0
AL365204.2	0
IZUMO3	100129669
AL353811.1	0
TUSC1	286319
LINC01241	101929582
AL353753.1	0
AL451137.1	0
AL356133.2	0
CAAP1	79886
PLAA	9373
IFT74	80173
IFT74-AS1	101929602
LRRC19	64922
AL355432.1	0
TEK	7010
EQTN	54586
MOB3B	79817
AL163192.1	0
IFNK	56832
C9orf72	203228
AL360014.1	0
LINGO2	158038
LINC01242	401497
LINC01243	101929620
ACO1	48
DDX58	23586
TOPORS	10210
SMIM27	100129250
NDUFB6	4712
TAF1L	138474
AL589642.1	0
AL589642.2	0
TMEM215	401498
AL157884.2	0
APTX	54840
DNAJA1	3301
SMU1	55234
B4GALT1	2683
B4GALT1-AS1	101929639
SPINK4	27290
BAG1	573
CHMP5	51510
NFX1	4799
AQP7	364
AL356218.1	0
AQP3	360
NOL6	65083
AL139008.2	0
ANKRD18B	441459
CYP4F26P	106478958
TRBV20OR9-2	6962
TRBV21OR9-2	6959
TRBV22OR9-2	246283
TRBV23OR9-2	28552
TRBV24OR9-2	6961
TRBV25OR9-2	6960
AL356489.3	0
TRBV26OR9-2	246285
AL356489.2	0
AL356489.1	0
LINC01251	101929688
PRSS3	5646
UBE2R2-AS1	0
TRBV29OR9-2	6958
UBE2R2	54926
UBAP2	55833
AL354989.1	0
DCAF12	25853
UBAP1	51271
KIF24	347240
NUDT2	318
MYORG	57462
C9orf24	84688
FAM219A	203259
DNAI1	27019
ENHO	375704
AL160270.1	0
CNTFR	1271
CNTFR-AS1	415056
RPP25L	138716
DCTN3	11258
ARID3C	138715
SIGMAR1	10280
GALT	2592
AL162231.3	0
IL11RA	3590
CCL27	10850
AL162231.1	0
AL162231.2	0
CCL19	6363
CCL21	6366
FAM205A	259308
FAM205C	100129969
PHF24	23349
DNAJB5-DT	101926900
DNAJB5	25822
C9orf131	138724
VCP	7415
FANCG	2189
PIGO	84720
AL353795.2	0
STOML2	30968
FAM214B	80256
UNC13B	10497
RUSC2	9853
FAM166B	730112
TESK1	7016
CD72	971
AL357874.2	0
AL357874.1	0
SIT1	27240
RMRP	6023
CCDC107	203260
ARHGEF39	84904
CA9	768
TPM2	7169
TLN1	7094
CREB3	10488
GBA2	57704
RGP1	9827
MSMP	692094
AL133410.2	0
AL133410.1	0
NPR2	4882
SPAG8	26206
HINT2	84681
TMEM8B	51754
FAM221B	392307
OR13J1	392309
HRCT1	646962
SPAAR	158376
OR2S2	56656
RECK	8434
GLIPR2	152007
CCIN	881
CLTA	1211
GNE	10020
RNF38	152006
MELK	9833
PAX5	5079
AL450267.1	0
AL161781.2	0
LINC01400	0
AL512604.3	0
EBLN3P	100506710
AL512604.2	0
ZCCHC7	84186
LINC01627	105376036
GRHPR	9380
ZBTB5	9925
POLR1E	64425
AL513165.1	0
FBXO10	26267
AL513165.2	0
TOMM5	401505
AL138752.2	0
FRMPD1	22844
TRMT10B	158234
EXOSC3	51010
DCAF10	79269
SLC25A51	92014
SHB	6461
AL135785.1	0
ALDH1B1	219
IGFBPL1	347252
FAM95C	100289137
ANKRD18A	253650
FAM201A	158228
AL591543.1	0
FAM240B	0
AL845311.1	0
CNTNAP3	79937
SPATA31A1	647060
FAM74A1	401507
BX005214.1	0
BX005214.2	0
GLIDR	389741
AL773545.1	0
ANKRD20A2	441430
FAM95B1	100133036
BMS1P14	728034
FP325318.1	0
IGKV1OR9-2	106480274
AL353626.1	0
BX255923.1	0
BX255923.2	0
FOXD4L6	653404
CBWD6	644019
AL845472.1	0
AL354718.2	0
AL591926.2	0
CNTNAP3B	728577
SPATA31A6	389730
FAM74A7	100996582
AL445584.2	0
BX088651.4	0
BX088651.2	0
BX664718.1	0
AL591441.2	0
AL591441.1	0
SPATA31A5	727905
AL590491.2	0
SPATA31A7	26165
BX005040.3	0
BX005040.1	0
BX088645.1	0
AL935212.2	0
AL935212.1	0
FAM27C	100132948
AL391987.4	0
AL391987.2	0
AL391987.3	0
CR769775.2	0
AL590399.3	0
AL590399.1	0
AL590399.5	0
LINC01189	643648
BX005266.2	0
LINC01410	103352539
AL512625.2	0
AL512625.3	0
AL512625.1	0
AL772155.1	0
CR786580.1	0
ANKRD20A4	728747
IGKV1OR-2	3532
IGKV1OR9-1	103352540
FOXD4L5	653427
CBWD5	220869
FOXD4L4	349334
IGKV1OR-3	0
AL136317.2	0
ANKRD20A3	441425
AL513478.2	0
ZNF658	26149
AL353770.4	0
AL353770.3	0
SPATA31A3	727830
BX664730.1	0
ANKRD20A1	84210
AL353608.2	0
CBWD3	445571
FOXD4L3	286380
AL353608.3	0
AL353608.1	0
PGM5	5239
PGM5-AS1	572558
AL161457.2	0
TMEM252	169693
AL353616.2	0
LINC01506	101927015
PIP5K1B	8395
FAM122A	116224
AL354794.1	0
PRKACG	5568
FXN	2395
AL358113.1	0
TJP2	9414
BANCR	100885775
FAM189A2	9413
APBA1	320
AL353693.1	0
